NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Ze-Watt,Electric vehicle recharge solutions at the workplace,Europe,France,Toulouse,43.56303,1.49213,1.0,sustainable development goals;ev charging operations and monitoring;ev charging;climate tech;electric mobility,energy;transportation,mobility,early growth,Takara Capital;Bpifrance;IRDI Gestion;Ca Toulouse 31 Initiatives,venture_capital;venture_capital;venture_capital;angel,Toulouse
Nexess,Nexess develops and sells security management solutions for nuclear and Seveso-type plants,Europe,France,Toulouse,43.636407,1.376681,3.5,rfid;aerospace;nuclear fission;sustainable development goals;industrial connectivity;industrial technology;energy tech;climate tech;novel energy,security;energy,public safety;clean energy,early growth,CEA Investissement;Seventure Partners;Région Sud Investissement;Primaveris;Sigma Gestion;Turenne Capital,"venture_capital;venture_capital;venture_capital;investment fund;private_equity,venture_capital;venture_capital",Toulouse
Boostheat,"BoostHEAT has developed the fusion of two familiar heating technologies, the boiler and the heat pump",Europe,France,Toulouse,43.5517299,1.4891487,13.25,sustainable development goals;climate tech;building energy efficiency;building energy retrofit;efficient air cooling and heating;heat pump,energy,water;energy efficiency,early growth,European Innovation Council;EIT Climate-KIC,government;accelerator,Toulouse
Ilek,Leading electricity supplier that directly connects renewable energy producers and consumers,Europe,France,Toulouse,43.5998979,1.4431481,6.0,climate tech;sustainable development goals;b corp,energy,energy providers;clean energy,late growth,Alter Equity;Kima Ventures,"private_equity,venture_capital;private_equity,venture_capital",Toulouse
Pili,"Biofabricates a sustainable alternative to create renewable inks to replace their toxic, non-biological, and non-recyclable versions",Europe,France,Toulouse,43.583117,1.448664,24.46,biotechnology;biomaterials;sustainable development goals;climate tech;synthetic biology;innovative material tech;circular economy,energy,waste solution,early growth,SOSV;Bpifrance;Elaia Partners;Fashion For Good;Wiseed;Plug and Play;Plug & Play Topeka;Startup Angels Alb-Bodensee;Famille C Participations,venture_capital;venture_capital;venture_capital;corporate;crowdfunding;venture_capital;accelerator;investment fund;venture_capital,Toulouse
Cozyenergy,Solution for energy efficiency,Europe,France,Toulouse,43.604652,1.444209,4.5,sustainable development goals;climate tech,real estate;energy,energy efficiency,late growth,Demeter Partners;Credit Mutuel Arkea;BTP Capital Investment;Irdi Soridec Gestion;Caisse d'Epargne;Banque Populaire Occitane;Saint-Gobain NOVA,"private_equity,venture_capital;corporate;venture_capital;venture_capital;corporate;investment fund;corporate",Toulouse
PowiDian,"PowiDian designs, markets, and maintains stand-alone decentralized power stations (Micro Grid)",Europe,France,Tours,47.398643,0.787165,2.0,vivatech2019;sustainable development goals;lithium ion batteries;solar energy;climate tech,energy,clean energy,early growth,Xerys,"private_equity,venture_capital",Nantes
Green Energy Storage,Developing a new commercial energy storage system based on organic flow battery technology,Europe,Italy,Trent,46.0674328,11.1506601,1.72,organic;battery;sustainable development goals;climate tech,energy,energy storage;clean energy,early growth,Mamacrowd;Horizon 2020 FTI (Fast Track to Innovation);UniCredit Start Lab FinTech Accelerator,crowdfunding;government;accelerator,Milan
Enerbrain,Energy saving solutions for non-residential buildings,Europe,Italy,Turin,45.0753231,7.7338319,7.2,smart sensor;industrial iot;industry 4.0;sustainable development goals;energy tech;industrial technology;climate tech;green buildings;building energy efficiency;saas and iot for cooling;urban tech,real estate;energy,energy efficiency,late growth,Controlli;Iren;GELLIFY;Boost Heroes;BIND 4.0 - Basque Open Innovation Platform;Iren Up Cleantech Ventures;EIT Digital Accelerator;Electricite De France;Equiter;Azimut Libera Impresa SGR;Plug and Play;Électricité de France (EDF group);I3P - Incubatore del Politecnico di Torino S.c.p.a.;Plug & Play Topeka;Leading Cities,venture_capital;corporate;accelerator;venture_capital;accelerator;corporate_venture_fund;accelerator;corporate;venture_capital;corporate;venture_capital;corporate;venture_capital;accelerator;non-profit,Turin
WaterView,Services for the collection and analysis of Big Data in meteorological field,Europe,Italy,Turin,45.0687328,7.6777817,1.66,primary production;isensing & robotics;farming;weather forecasting;sustainable development goals;space tech;esa;esa sme;space downstream;space tech to agriculture and food;flood management,food;energy,water;agritech,early growth,Club degli Investitori;European Innovation Council;Progress Tech Transfer Fund;MITO Technology;LIFTT;Cariplo Factory,"angel_fund,venture_capital;government;venture_capital;venture_capital;venture_capital;accelerator",Turin
reefilla,"Allows people to live e-mobility in the easy way keeping them always charged up, when and wherever needed, hassle-free",Europe,Italy,Turin,45.0664051,7.7118246,1.0,ev charging;ev charging hardware;sustainable development goals;climate tech;electric mobility,energy;transportation,mobility,early growth,CDP Venture Capital;Plug and Play Spain;UniCredit;Fondazione di Modena;CRIT Research;Plug and Play;A11 Venture;Marvik Investimenti;Motor Valley Accelerator;Flyren Energy Group Srl;Plug & Play Topeka,venture_capital;accelerator;corporate;corporate;corporate;venture_capital;venture_capital;venture_capital;corporate;corporate;accelerator,Turin
Midori,Realizes ICT instruments for energy efficiency analysis,Europe,Italy,Turin,45.0694465,7.637789,1.7,optimization;ict services;sustainable development goals;climate tech;energy management system,energy,energy efficiency,seed,INCENSe;FIWARE;Club Acceleratori;FairConnect;Club degli Investitori,"accelerator;accelerator;accelerator;corporate;angel_fund,venture_capital",Turin
Tau Group,Working on the development of electric mobility and advanced materials projects,Europe,Italy,Turin,45.0745064,7.7131531,25.95,ev motor;sustainable development goals;electric mobility,energy;transportation,vehicle production,late growth,Russian Direct Investment Fund (RDIF);Altana AG;Finindus;Fondo sovrano Medio Oriente;Solvay Ventures,sovereign_wealth_fund;corporate;corporate;investment fund;venture_capital,Turin
Bcar Holdings Ab,"A mobile app EV market place and charging equipment supplier , From Finland -",Europe,Finland,Turku,60.4499849,22.2935154,1.4,climate tech;sustainable development goals,energy;transportation,,seed,European Union;Business Finland;MasterCard,government & non-profit;government;corporate,Turku
Gasera,Unique gas measurement products that help protect the environment and keep people safe from exposure of harmful gases,Europe,Finland,Turku,60.4479449,22.2952203,4.05,analytics;oil & gas;sustainable development goals,security;energy,oil & gas;public safety,late growth,European Innovation Council;Innovestor Ventures;Innovestor,government;venture_capital;venture_capital,Turku
Aeromon Ltd,"Airborne emission monitoring, Cost-effective point-of-source aerial analyzing service",Europe,Finland,Turku,60.4545174,22.25135572,2.4,sustainable development goals;industrial robotics;industrial drones;industrial technology;climate tech,energy,,early growth,Vopak;The Finnish Climate Fund,corporate;venture_capital,Turku
TM System,Delivers industrial air and drying solutions that are designed to be sustainable and energy-efficient,Europe,Finland,Turku,60.4588951,22.2353325,2.46,air quality monitoring & treatment;sustainable development goals;climate tech,energy,clean energy,early growth,European Innovation Council;EIC Fund (European Innovation Council Fund),government;venture_capital,Turku
Akkurate Oy,"Remote monitoring and diagnostics solution, provides real-time statistics on battery’s health and performance",Europe,Finland,Turku,60.43269,22.4865862,1.7,battery;sustainable development goals;battery management system;ev battery;climate tech;electric mobility,energy;transportation,energy storage;energy efficiency,early growth,Valkea;Tesi;Lifeline Ventures;Sandvik,"corporate_venture_fund,venture_capital;private_equity,venture_capital;venture_capital;corporate",Turku
Lovenergi,,Europe,Italy,Udine,46.06452,13.23808,1.42,solar energy;climate tech;sustainable development goals,energy,oil & gas;clean energy,seed,,,Ljubljana
Envola,Envola is improving air conditioners and heat pumps' efficiency. The Venticer HVAC system reduces cooling energy consumption by >50% and heating by >30%. ,Europe,Germany,Ulm,48.4256445,9.933486,2.22,building energy efficiency;building cooling;green buildings;sustainable development goals;stationary energy storage;thermal energy storage;urban tech;climate tech;heat pump,energy,energy efficiency,early growth,European Innovation Council,government,Tubingen
LUMA,"LUMA helps property owners and their tenants reduce costs, increase revenue and achieve green certification with renewable electricity",Europe,Sweden,Uppsala,59.8455849,17.6651785,1.2,solar energy;sustainable development goals;climate tech,energy,clean energy;energy providers;energy efficiency,late growth,BLUE;Polar Structure;Blue,service provider;investment fund;venture_capital,Uppsala
Altris,Develops a new sodium-ion battery cathode material that is made entirely of abundant and environmental materials,Europe,Sweden,Uppsala,59.848544,17.6619687,11.51,sustainable development goals;climate tech;nordic rising star 2022;alternative battery chemistry;battery;ev battery;ev battery production;ev battery other chemistry;stationary energy storage,energy,energy storage;clean energy,early growth,EIT InnoEnergy;Molindo;Molindo;Northvolt,venture_capital;corporate;investment fund;corporate,Uppsala
Peafowl Plasmonics,"Deep tech start-up company based in Uppsala, Sweden, empowering the next generation of electronic applications",Europe,Sweden,Uppsala,59.8297452,17.6522289,4.87,solar energy;sustainable development goals;climate tech;nordic rising star 2022,energy,clean energy,early growth,Almi Invest;Industrifonden;Navigare Ventures,"venture_capital;venture_capital;private_equity,venture_capital",Uppsala
Graphmatech,Advanced materials for a better future,Europe,Sweden,Uppsala,59.8614177,17.6388346,9.3,advanced materials;drones;sustainable development goals;industrial technology;graphene;climate tech;innovative material tech,energy,,early growth,EIT InnoEnergy;ABB Technology Ventures;Walerud Ventures;Forward Ventures;Almi Invest;Molindo,venture_capital;corporate_venture_fund;family_office;venture_capital;venture_capital;investment fund,Uppsala
Degree-n,We support the heating of homes and business premises in a sustainable way through infrared heating,Europe,Netherlands,Utrecht,52.171959,5.002675,2.0,nano technology;sustainable development goals;building cooling;climate tech;building energy efficiency;green buildings;efficient air cooling and heating;urban tech,energy;home living,clean energy;energy efficiency,seed,Techfront Ventures,venture_capital,Utrecht
HeatTransformers,Manufacturing hybrid heat pump that provides hot water for the heating in homes,Europe,Netherlands,Utrecht,52.0835574,4.8606459,15.0,sustainable development goals;climate tech,energy,,late growth,ENERGIIQ;Fair Capital Partners;InnovationQuarter;Energy Impact Partners (EIP),venture_capital;venture_capital;venture_capital;venture_capital,Utrecht
Orbisk,"Helping professional kitchens get a grip on their food waste, with a device to measure and automatically recognize what is being thrown away",Europe,Netherlands,Utrecht,52.0710747,5.1101849,3.84,food waste;restaurants management;restaurant tech;sustainable development goals;image recognition;climate tech;catering;waste reduction;circular economy,food;energy,food logistics & delivery;kitchen & cooking tech,early growth,DOEN Participaties;BOM Brabant Ventures;EIT Food;PeakBridge Partners;EIT Climate-KIC;ScaleUpNation;European Innovation Council;StartLife;Rabobank;Eurostars SME programme,"venture_capital;venture_capital;accelerator;venture_capital;accelerator;accelerator;government;advisor,incubator;corporate;government",Utrecht
